year,eweek,type_number
1,545
2,620
3,636
4,623
5,523
6,419
7,589
8,507
9,411
10,394
11,372
12,301
13,376
14,289
15,221
16,228
17,242
18,178
19,215
20,211
21,198
22,214
23,157
24,192
25,213
26,234
27,245
28,223
29,266
30,219
31,209
32,196
33,219
34,271
35,308
36,238
37,174
38,173
39,135
40,124
41,94
42,106
43,81
44,85
45,82
46,71
47,74
48,86
49,59
50,81
51,70
52,64
53,NA
